Title,Original Category/e_dist,Living,Entertainment,Justice,Travel,Health,Politics,Technology,Outcome
"Tom Brady tops 50,000 yards passing, throws 2 TDs as Patriots rebound to top Bengals 43-17",sports,0.13549180274822287,0.15816185427927537,0.1399783933197795,0.1305792124982967,0.13090240825866206,0.13827539475950132,0.13090028343090662,Travel
Royals complete sweep of Angels to reach ALCS,sports,0.14517977192128503,0.16457444059423793,0.14768495908689386,0.13880065588275067,0.14031030822096738,0.14497958569585576,0.14036360033486095,Travel
NFL Game Capsules - Week 5,sports,0.11164052825770063,0.1355026167849454,0.1180564643698323,0.10498176749139909,0.10742201244978768,0.11449440394601079,0.10614727450142243,Travel
Cricket fans fight to spread popularity of sport in baseball-crazy Cuba,world,0.14670948579709128,0.17492467430764164,0.1489897147197714,0.14056342334040123,0.14701069344840378,0.15009093077287639,0.14763051549429337,Travel
American League Division Series Game Capsules,sports,0.1390531231639459,0.15968477800962463,0.1427050026321745,0.13305087196640905,0.13498914684501478,0.14007790295159925,0.13517590351210088,Travel
"O My: Orioles take down Tigers, sweep ALDS",sports,0.16636464688179575,0.181487070689268,0.1701204231412404,0.16007897177752356,0.16409694453316068,0.16603299277137107,0.16203347795099687,Travel
Most Career Postseason Homers,sports,0.24991406431563526,0.2674387410378191,0.2534782471952347,0.2460812836542035,0.24207259639187648,0.25261855786610216,0.2520967706107728,Health
Gov&apos;t audit raps Los Alamos over lax handling of radioactive waste,science,0.15626266076207898,0.17192058007209396,0.15592903509508807,0.15008680485606618,0.14904955156787428,0.15114483531887285,0.15139747370959972,Health
Shark attack: Great white attacks fellow shark,science,0.1335640366799079,0.15985365551343453,0.1305399757993112,0.12825914492001161,0.1263369906062219,0.13088021275364078,0.12948865854820726,Health
52-million-year-old &apos;ant-loving&apos; beetle caught in amber,science,0.15978329420542028,0.18035743121276868,0.16295663395891832,0.1536402212903337,0.15803951275406722,0.16114984345307284,0.15758433415275003,Travel
Invasion of voracious bullfrogs spreads in Montana,science,0.12420075427559686,0.14771995146652997,0.12320609147679613,0.11796294242087496,0.11522829718538956,0.12065102495423605,0.11792002860011214,Health
Mummified fetus reveals ancient surgical procedure,science,0.13684265483785665,0.16007800778885364,0.13928266493095323,0.12989944958574756,0.1325900484727429,0.13733030626701462,0.13342836279561937,Travel
Central park soil is shockingly diverse,science,0.2163241322090404,0.230366657282239,0.21873896400931664,0.21053871397043417,0.2117047279333216,0.21669287739601767,0.2125782723910681,Travel
Popular supplement is culprit in itchy rash,science,0.14313391383043725,0.1679333532210049,0.1433376213681549,0.13783727901340406,0.13943859485276675,0.14392630058814462,0.14066831326705165,Travel
US keeping nuclear warheads in case of killer asteroids,science,0.16799475420690102,0.18201983839019625,0.16921144166667157,0.16272482839164948,0.1607376954164197,0.16535698249116026,0.1621688360824765,Health
Giant clams&apos; shiny shells could inspire new solar power tech,science,0.15832860847701308,0.18032397643506004,0.1587402071212272,0.14979256970258764,0.1551290697445209,0.15846388396859218,0.15536290911507714,Travel
Archaeologists: Acropolis starting to give way,science,0.14261551161281452,0.16299346439040754,0.14506224665389736,0.1359544107316664,0.13511021047102176,0.1413379612796778,0.13714129685140083,Health
Netanyahu: US criticism of Israeli settlements ‘against the American values’,politics,0.1642611008410069,0.18128179208609993,0.16593025766436528,0.15879428378066748,0.15976345051809687,0.15882223526115732,0.16116978832714002,Travel
Watchdog claims union&apos;s legal fight reveals ObamaCare fraud,politics,0.1361589980909956,0.15638019473774298,0.13696436113284982,0.13059801737168478,0.13134566521981703,0.13235393681713623,0.13197194801182294,Travel
FBI Director Comey says roughly a dozen Americans fighting with extremist groups in Syria,politics,0.16365570445961083,0.18232451329990487,0.16507469647719628,0.15879713236746343,0.16058053483089232,0.16202856408045146,0.16157796084694898,Travel
"Biden issues second apology of weekend, after offending US allies in fight to destroy Islamic State",politics,0.14878837842770246,0.16477768492788483,0.15225273732641034,0.1431995052595625,0.14477207715191906,0.14397428195113138,0.14459830715462785,Travel
"At  memorial to wounded vets, Obama says America must strive to keep others out of harm&apos;s way",politics,0.11996187998342586,0.15170686389661747,0.1229798008347127,0.11341856271445362,0.11955683488368828,0.11992872520049137,0.12035191573394023,Travel
Ex-Fed chief Bernanke denied loan to refinance his home,politics,0.15012791245930163,0.16716772862070042,0.15219967375561527,0.14461236718985013,0.1430189266532919,0.146432794947015,0.14615208596858892,Health
"Webb hones domestic, foreign policy ahead of potential 2016 run, says others will decide if he&apos;s anti-Hillary candidate",politics,0.13614169382032099,0.15710102573418364,0.13954621567243386,0.12994749257882954,0.1328589620049796,0.13242960125860126,0.13460458112550305,Travel
Pentagon official who headed Syria chemical weapons removal to help combat Ebola outbreak,politics,0.09976510911401824,0.13202745153333273,0.10087909020735986,0.09252561981467751,0.09370642639224389,0.09365961911057491,0.09603559998476267,Travel
"Top doctor &apos;not surprised&apos; if US has another Ebola case, downplays use of virus in bioterror attack",politics,0.1562718191812816,0.1733400385219807,0.15853645783371065,0.1499472033239547,0.1518232851877771,0.15303078184126187,0.15249053881064062,Travel
Top House Democrat Cummings: Secret Service woes go back to Bush,politics,0.21623604851026362,0.2270810997615574,0.21534388441515953,0.21273775624904523,0.2118299264547931,0.21025385266662158,0.2122100764966907,Politics
American journalist with Ebola on way to Nebraska hospital,health,0.14918408650607046,0.16641322328054547,0.14837545006802347,0.14439558699746807,0.1427367146167959,0.14393275853793153,0.14504433849991757,Health
"Texas company recalls nearly 91,000 pounds of beef",health,0.19759479087153997,0.21495536311768149,0.200987271088905,0.19249518448256395,0.19698557565946434,0.19863674448427573,0.19639064409134835,Travel
What happens during carpal tunnel release surgery?,health,0.13416663693056083,0.1608408079986063,0.1343204667488651,0.1271756641485749,0.1245336407416433,0.13331482381127457,0.13076442522489684,Health
Induction 101: What every pregnant woman should know,health,0.09546796620862955,0.13607457836636866,0.0983802549070923,0.09018756439685738,0.09264957695304134,0.10060596015071609,0.09746262437363609,Travel
How lying can wreck your day,health,0.09870691345716981,0.1297403171967623,0.10476533189010834,0.09515339858212035,0.08619697496891164,0.10182463065959861,0.0925862830850041,Health
Massachusetts doctor previously treated for Ebola hospitalized again,health,0.16162346413399442,0.18092215217171775,0.16197280381401033,0.15641833146554635,0.1567459442045055,0.15996219573229312,0.15966181026608686,Travel
"US Ebola patient in critical condition, hospital says",health,0.1261929434764688,0.1488712888890768,0.1264196517968017,0.12056474961901441,0.11942352485882624,0.12226567024580683,0.12253490794543785,Health
"Sick passenger removed from Newark flight does not have Ebola, officials say",us,0.16164592872151168,0.1792360827443225,0.1626473369876834,0.15580686445719932,0.15780275701154553,0.15945758153051554,0.1586998817800782,Travel
6 gluten-free easy whole grain breakfast ideas,health,0.11348932012972407,0.15029831337503421,0.11472725555971383,0.10733546792185687,0.10447209617559858,0.11661455359604848,0.11198635932843826,Health
7 ways to keep your summer body in the fall,health,0.08836843101168199,0.12459267489663271,0.09392370959021763,0.08431186070530029,0.07510084589780137,0.0927699999102029,0.08208439415606873,Health
John Mellencamp meets doctor who saved his life in 1951,entertainment,0.25057463495584376,0.2649693200305618,0.25238341706865397,0.2458582471504056,0.2512125558703743,0.25190812406341473,0.25075748831896527,Travel
&apos;Gone Girl&apos; tops &apos;Annabelle&apos; at box office,entertainment,0.2778125022951441,0.28813330403383297,0.2795022468239191,0.27260584508292757,0.2759188754649721,0.27795250104552055,0.27597923530459345,Travel
Keanu Reeves gets temporary restraining order against alleged stalker,entertainment,0.21403108631030537,0.2206438130619152,0.21631150631749865,0.20944923980833624,0.2092322816097141,0.21111904654364652,0.20835113182744772,Health
James Franco &amp; Seth Rogen post nude photos: Are they starring in ‘Naked and Afraid’?,entertainment,0.18243420792174198,0.20682221960124336,0.18047555574639756,0.1792391710718095,0.17517610285034813,0.18260981472030174,0.1808050465772704,Health
Ben Affleck gets into heated debate with Bill Maher over Islam,entertainment,0.22942600056722356,0.24078013860518213,0.23289271408413442,0.22476195810460214,0.2272287049693175,0.2297540426032001,0.226447336669865,Travel
Yo Yo Ma&apos;s daughter didn&apos;t want him playing at her wedding,entertainment,0.17393076036289834,0.1893068233967688,0.176118852317259,0.1684730091512417,0.16848876219263884,0.17366977023211086,0.1703991364619802,Travel
Amanda Bynes reportedly spotted in NY post-DUI arrest,entertainment,0.15174032891590433,0.16844017273644102,0.15189600791794244,0.1477539097887257,0.13799786016905255,0.14295968210803744,0.14633315500140806,Health
Charlie Sheen being sued for assault and battery by dental technician,entertainment,0.18525734346916897,0.1970746762472217,0.18434897542845566,0.17823278866578637,0.1808627951618894,0.1826362898402476,0.18048120635340067,Travel
&apos;Top Gear&apos; host and crew flee Argentina after car stoned,entertainment,0.1863707654336729,0.19695439583300897,0.18694633276003167,0.18036584313779677,0.18211137239238775,0.18273147494076236,0.18074594416259884,Travel
Waylon Jennings items up for auction in Phoenix,entertainment,0.19837526253192828,0.2149622047640661,0.2012755390775418,0.19224354650732275,0.19884777580806073,0.19925268637969526,0.19819114960448123,Travel
